,Datetime,Adj_Close,Close,High,Low,Open,Volume
61,2024-09-15 13:00:00+00:00,60191.7109375,60191.7109375,60307.859375,60092.25390625,60120.37890625,328795136
62,2024-09-15 14:00:00+00:00,60270.60546875,60270.60546875,60289.27734375,59913.5703125,60193.21875,33913856
63,2024-09-15 15:00:00+00:00,60352.7265625,60352.7265625,60377.87890625,60215.875,60285.22265625,274490368
64,2024-09-15 16:00:00+00:00,59972.2109375,59972.2109375,60348.37109375,59971.2421875,60346.125,447152128
65,2024-09-15 17:00:00+00:00,59838.109375,59838.109375,60033.85546875,59771.015625,59965.50390625,733874176
66,2024-09-15 18:00:00+00:00,59989.12109375,59989.12109375,60107.15234375,59790.8203125,59828.08203125,0
67,2024-09-15 19:00:00+00:00,59888.3828125,59888.3828125,60131.21484375,59836.41796875,59984.15234375,424113152
68,2024-09-15 20:00:00+00:00,59836.35546875,59836.35546875,59920.53515625,59744.875,59890.86328125,20521984
69,2024-09-15 21:00:00+00:00,59653.51171875,59653.51171875,59823.2265625,59507.03125,59823.2265625,597103616
70,2024-09-15 22:00:00+00:00,59425.55078125,59425.55078125,59642.32421875,59399.9453125,59642.32421875,514668544
71,2024-09-15 23:00:00+00:00,59188.64453125,59188.64453125,59441.203125,58734.30078125,59440.23828125,2089415680
72,2024-09-16 00:00:00+00:00,58679.8515625,58679.8515625,59195.609375,58652.78125,59141.94921875,1435291648
73,2024-09-16 01:00:00+00:00,58666.4609375,58666.4609375,58764.75,58455.328125,58688.41796875,1082664960
74,2024-09-16 02:00:00+00:00,58213.70703125,58213.70703125,58625.51953125,58173.53515625,58625.51953125,1144141824
75,2024-09-16 03:00:00+00:00,58581.89453125,58581.89453125,58584.73046875,58228.9921875,58261.83203125,875732992
76,2024-09-16 04:00:00+00:00,58333.83203125,58333.83203125,58569.51171875,58333.83203125,58569.51171875,425512960
77,2024-09-16 05:00:00+00:00,58647.984375,58647.984375,58647.984375,58347.18359375,58347.18359375,645830656
78,2024-09-16 06:00:00+00:00,58696.98046875,58696.98046875,58835.953125,58634.8359375,58667.91796875,699125760
79,2024-09-16 07:00:00+00:00,58906.94921875,58906.94921875,58952.56640625,58674.6953125,58699.8984375,465446912
80,2024-09-16 08:00:00+00:00,58909.46875,58909.46875,59154.6171875,58852.77734375,58903.5078125,1150443520
81,2024-09-16 09:00:00+00:00,58642.44140625,58642.44140625,59026.1875,58589.171875,58913.5625,720535552
82,2024-09-16 10:00:00+00:00,58702.16796875,58702.16796875,58712.74609375,58515.109375,58621.5234375,379252736
83,2024-09-16 11:00:00+00:00,58656.88671875,58656.88671875,58815.70703125,58655.0390625,58714.71484375,340738048
84,2024-09-16 12:00:00+00:00,58584.44921875,58584.44921875,58773.3984375,58484.2734375,58655.33984375,539179008
85,2024-09-16 13:00:00+00:00,58434.578125,58434.578125,58598.2578125,58107.171875,58528.328125,1132722176
86,2024-09-16 14:00:00+00:00,57609.5859375,57609.5859375,58475.94140625,57598.20703125,58475.94140625,1646241792
87,2024-09-16 15:00:00+00:00,57914.42578125,57914.42578125,57973.45703125,57582.54296875,57594.62109375,870549504
88,2024-09-16 16:00:00+00:00,57847.79296875,57847.79296875,57935.79296875,57691.875,57875.87109375,431173632
89,2024-09-16 17:00:00+00:00,58182.09375,58182.09375,58212.9296875,57526.57421875,57799.390625,916772864
90,2024-09-16 18:00:00+00:00,57807.7890625,57807.7890625,58170.34375,57707.6171875,58170.34375,552196096
91,2024-09-16 19:00:00+00:00,57978.54296875,57978.54296875,58010.0390625,57828.4140625,57872.8515625,194111488
92,2024-09-16 20:00:00+00:00,57658.56640625,57658.56640625,58160.54296875,57658.56640625,57924.140625,385449984
93,2024-09-16 21:00:00+00:00,57975.44140625,57975.44140625,57975.44140625,57661.0390625,57661.0390625,0
94,2024-09-16 22:00:00+00:00,57958.9609375,57958.9609375,57996.3671875,57851.34375,57980.0234375,0
95,2024-09-16 23:00:00+00:00,58189.85546875,58189.85546875,58386.05859375,57961.63671875,57961.63671875,0
96,2024-09-17 00:00:00+00:00,57647.4921875,57647.4921875,58336.74609375,57647.4921875,58204.09375,0
97,2024-09-17 01:00:00+00:00,57864.87890625,57864.87890625,57924.32421875,57643.33203125,57643.33203125,0
98,2024-09-17 02:00:00+00:00,58106.16015625,58106.16015625,58186.8125,57841.19921875,57888.6640625,0
99,2024-09-17 03:00:00+00:00,58058.48828125,58058.48828125,58125.5234375,58016.08984375,58100.97265625,0
100,2024-09-17 04:00:00+00:00,58239.609375,58239.609375,58294.32421875,58043.18359375,58057.546875,0
101,2024-09-17 05:00:00+00:00,58665.2890625,58665.2890625,58751.83984375,58234.515625,58234.515625,0
102,2024-09-17 06:00:00+00:00,58495.33984375,58495.33984375,58661.1875,58441.00390625,58661.1875,0
103,2024-09-17 07:00:00+00:00,58690.1015625,58690.1015625,58695.40234375,58454.16796875,58490.83203125,124100608
104,2024-09-17 08:00:00+00:00,58786.640625,58786.640625,58828.5,58649.67578125,58694.80859375,0
105,2024-09-17 09:00:00+00:00,58972.91796875,58972.91796875,59071.88671875,58713.91015625,58786.2109375,0
106,2024-09-17 10:00:00+00:00,59220.04296875,59220.04296875,59262.3203125,58927.46484375,58962.9140625,472840192
107,2024-09-17 11:00:00+00:00,59114.56640625,59114.56640625,59279.3671875,59056.5859375,59245.50390625,169889792
108,2024-09-17 12:00:00+00:00,59431.62890625,59431.62890625,59433.31640625,59075.33984375,59092.84765625,566976512
109,2024-09-17 13:00:00+00:00,58949.078125,58949.078125,59386.515625,58910.32421875,59386.515625,0
110,2024-09-17 14:00:00+00:00,60249.859375,60249.859375,60345.5234375,58967.87109375,58967.87109375,2184046592
111,2024-09-17 15:00:00+00:00,61137.2734375,61137.2734375,61289.640625,60249.83984375,60249.83984375,3655716864
112,2024-09-17 16:00:00+00:00,60929.80078125,60929.80078125,61276.57421875,60772.0078125,61121.13671875,1214615552
113,2024-09-17 17:00:00+00:00,60930.546875,60930.546875,60985.328125,60736.93359375,60878.33984375,0
114,2024-09-17 18:00:00+00:00,60565.4140625,60565.4140625,61064.546875,60445.6484375,60975.21484375,3538944
115,2024-09-17 19:00:00+00:00,60024.77734375,60024.77734375,60686.5546875,59750.45703125,60567.4765625,1276919808
116,2024-09-17 20:00:00+00:00,60157.44921875,60157.44921875,60321.54296875,59767.8046875,59982.42578125,837984256
117,2024-09-17 21:00:00+00:00,60327.7890625,60327.7890625,60398.3671875,60137.09765625,60137.09765625,0
118,2024-09-17 22:00:00+00:00,60274.16015625,60274.16015625,60334.67578125,60158.70703125,60334.67578125,141168640
119,2024-09-17 23:00:00+00:00,60326.3828125,60326.3828125,60326.3828125,60041.76953125,60268.16015625,0
120,2024-09-18 00:00:00+00:00,60265.2265625,60265.2265625,60335.484375,59913.9140625,60316.3828125,254840832
121,2024-09-18 01:00:00+00:00,60111.1640625,60111.1640625,60298.3671875,60047.9140625,60242.94921875,5791744
122,2024-09-18 02:00:00+00:00,60336.08984375,60336.08984375,60340.484375,60095.7265625,60120.62890625,0
123,2024-09-18 03:00:00+00:00,60526.796875,60526.796875,60716.76953125,60350.78515625,60350.78515625,991961088
124,2024-09-18 04:00:00+00:00,60385.8203125,60385.8203125,60678.96875,60338.390625,60518.12109375,261021696
125,2024-09-18 05:00:00+00:00,60249.609375,60249.609375,60428.35546875,60231.1640625,60428.35546875,0
126,2024-09-18 06:00:00+00:00,60429.3671875,60429.3671875,60485.01953125,60233.390625,60246.10546875,0
127,2024-09-18 07:00:00+00:00,60445.30078125,60445.30078125,60510.07421875,60353.19140625,60455.1953125,0
128,2024-09-18 08:00:00+00:00,60192.33203125,60192.33203125,60437.484375,60118.2734375,60437.484375,0
129,2024-09-18 09:00:00+00:00,59698.94140625,59698.94140625,60195.953125,59698.94140625,60195.953125,183472128
130,2024-09-18 10:00:00+00:00,59911.66015625,59911.66015625,59911.66015625,59392.53125,59665.32421875,656343040
131,2024-09-18 11:00:00+00:00,59880.828125,59880.828125,59984.44140625,59844.1640625,59908.53125,0
132,2024-09-18 12:00:00+00:00,59993.25390625,59993.25390625,59993.25390625,59704.00390625,59853.79296875,0
133,2024-09-18 13:00:00+00:00,59439.79296875,59439.79296875,60140.046875,59405.62890625,59977.9453125,0
134,2024-09-18 14:00:00+00:00,59456.51171875,59456.51171875,59749.2890625,59353.9609375,59494.96484375,0
135,2024-09-18 15:00:00+00:00,59476.66796875,59476.66796875,59724.62890625,59356.25390625,59478.9375,0
136,2024-09-18 16:00:00+00:00,59944.921875,59944.921875,59944.921875,59218.25390625,59428.51171875,0
137,2024-09-18 17:00:00+00:00,60003.48046875,60003.48046875,60185.16015625,59546.76171875,59920.0390625,0
138,2024-09-18 18:00:00+00:00,60654.56640625,60654.56640625,61153.91796875,59999.41796875,59999.41796875,5787770880
139,2024-09-18 19:00:00+00:00,60063.84765625,60063.84765625,60686.265625,60063.84765625,60654.421875,1937907712
140,2024-09-18 20:00:00+00:00,60236.59765625,60236.59765625,60310.2109375,59636.2578125,60062.36328125,219844608
141,2024-09-18 21:00:00+00:00,60244.16796875,60244.16796875,60469.25390625,60207.90234375,60252.9921875,123412480
142,2024-09-18 22:00:00+00:00,60678.515625,60678.515625,60678.515625,60213.16796875,60213.16796875,306802688
143,2024-09-18 23:00:00+00:00,61516.20703125,61516.20703125,61533.765625,60690.515625,60690.515625,1284218880
144,2024-09-19 00:00:00+00:00,62227.11328125,62227.11328125,62540.09765625,61760.109375,61760.109375,3035381760
145,2024-09-19 01:00:00+00:00,62007.73046875,62007.73046875,62290.4921875,61609.8671875,62232.60546875,1233993728
146,2024-09-19 02:00:00+00:00,62205.546875,62205.546875,62278.4765625,61840.9296875,62017.6328125,827203584
147,2024-09-19 03:00:00+00:00,62104.41015625,62104.41015625,62256.08203125,62032.3828125,62226.46875,0
148,2024-09-19 04:00:00+00:00,62102.0625,62102.0625,62141.2265625,61924.32421875,62119.37109375,0
149,2024-09-19 05:00:00+00:00,62014.91015625,62014.91015625,62180.41796875,61934.578125,62088.59765625,295129088
150,2024-09-19 06:00:00+00:00,62025.78515625,62025.78515625,62140.34375,61861.71875,62014.96875,405397504
151,2024-09-19 07:00:00+00:00,62094.35546875,62094.35546875,62171.19140625,61958.16796875,62036.1328125,741679104
152,2024-09-19 08:00:00+00:00,61940.19140625,61940.19140625,62196.8515625,61906.4765625,62097.58984375,136105984
153,2024-09-19 09:00:00+00:00,62264.02734375,62264.02734375,62341.9453125,61918.44140625,61938.8125,0
154,2024-09-19 10:00:00+00:00,62345.265625,62345.265625,62657.3671875,62286.41796875,62286.41796875,0
155,2024-09-19 11:00:00+00:00,62685.5234375,62685.5234375,62702.8671875,62281.19140625,62339.3828125,561446912
156,2024-09-19 12:00:00+00:00,62924.41015625,62924.41015625,63189.984375,62642.58203125,62669.34375,2023940096
157,2024-09-19 13:00:00+00:00,63033.53515625,63033.53515625,63301.07421875,62738.375,62929.56640625,764641280
158,2024-09-19 14:00:00+00:00,62952.72265625,62952.72265625,63509.4375,62932.7265625,63027.0390625,1197559808
159,2024-09-19 15:00:00+00:00,63177.40625,63177.40625,63356.37890625,62900.5390625,62943.01171875,487673856
160,2024-09-19 16:00:00+00:00,63540.38671875,63540.38671875,63652.625,63005.16015625,63166.44140625,784650240
161,2024-09-19 17:00:00+00:00,63768.5703125,63768.5703125,63854.0234375,63321.26171875,63568.36328125,696782848
162,2024-09-19 18:00:00+00:00,63615.94140625,63615.94140625,63778.3671875,63530.6796875,63735.59375,0
163,2024-09-19 19:00:00+00:00,63283.08984375,63283.08984375,63653.40625,63246.98828125,63653.40625,0
164,2024-09-19 20:00:00+00:00,63064.92578125,63064.92578125,63292.31640625,63064.92578125,63292.31640625,0
165,2024-09-19 21:00:00+00:00,62943.8515625,62943.8515625,63114.734375,62931.640625,63045.16015625,0
166,2024-09-19 22:00:00+00:00,62984.765625,62984.765625,63046.859375,62670.171875,62928.8046875,498032640
167,2024-09-19 23:00:00+00:00,62928.7890625,62928.7890625,63067.296875,62917.94921875,62961.125,0
168,2024-09-20 00:00:00+00:00,62800.24609375,62800.24609375,63020.19921875,62721.1484375,62958.390625,0
169,2024-09-20 01:00:00+00:00,63006.79296875,63006.79296875,63139.859375,62636.74609375,62773.2578125,0
170,2024-09-20 02:00:00+00:00,63099.8046875,63099.8046875,63108.0546875,62827.015625,63045.73828125,0
171,2024-09-20 03:00:00+00:00,63607.8828125,63607.8828125,63644.1640625,63092.57421875,63123.07421875,460214272
172,2024-09-20 04:00:00+00:00,63837.421875,63837.421875,64059.8828125,63751.57421875,63751.57421875,2171752448
173,2024-09-20 05:00:00+00:00,63767.95703125,63767.95703125,63995.05859375,63652.98046875,63841.77734375,694661120
174,2024-09-20 06:00:00+00:00,63792.81640625,63792.81640625,63884.40625,63669.50390625,63796.6796875,378191872
175,2024-09-20 07:00:00+00:00,63549.46484375,63549.46484375,63794.80859375,63428.46875,63794.80859375,309227520
176,2024-09-20 08:00:00+00:00,63315.234375,63315.234375,63536.1015625,63152.46484375,63536.1015625,437116928
177,2024-09-20 09:00:00+00:00,63470.48046875,63470.48046875,63540.81640625,63284.9609375,63313.28515625,0
178,2024-09-20 10:00:00+00:00,63647.5390625,63647.5390625,63662.203125,63393.03515625,63480.46484375,0
179,2024-09-20 11:00:00+00:00,63439.390625,63439.390625,63696.109375,63372.83984375,63661.91796875,63979520
180,2024-09-20 12:00:00+00:00,63402.75390625,63402.75390625,63511.99609375,63359.453125,63444.3515625,0
181,2024-09-20 13:00:00+00:00,62849.16796875,62849.16796875,63427.3125,62705.98046875,63427.3125,0
182,2024-09-20 14:00:00+00:00,63057.3359375,63057.3359375,63511.9296875,62586.25,62829.48046875,0
183,2024-09-20 15:00:00+00:00,63204.3828125,63204.3828125,63338.20703125,62774.85546875,63039.36328125,221728768
184,2024-09-20 16:00:00+00:00,62938.046875,62938.046875,63260.6171875,62824.97265625,63148.5703125,0
185,2024-09-20 17:00:00+00:00,62695.21484375,62695.21484375,62970.8515625,62651.16015625,62890.29296875,0
186,2024-09-20 18:00:00+00:00,62915.5859375,62915.5859375,62915.5859375,62388.29296875,62697.84375,0
187,2024-09-20 19:00:00+00:00,62952.44140625,62952.44140625,63024.0078125,62822.484375,62867.640625,0
188,2024-09-20 20:00:00+00:00,62837.63671875,62837.63671875,62936.46875,62733.79296875,62823.80078125,0
189,2024-09-20 21:00:00+00:00,63135.0078125,63135.0078125,63285.91796875,62827.171875,62827.171875,179388416
190,2024-09-20 22:00:00+00:00,63191.05859375,63191.05859375,63276.875,63129.72265625,63129.72265625,0
191,2024-09-20 23:00:00+00:00,63163.23046875,63163.23046875,63198.40234375,63084.99609375,63185.5859375,0
192,2024-09-21 00:00:00+00:00,63209.6171875,63209.6171875,63293.9765625,63053.8359375,63199.53515625,0
193,2024-09-21 01:00:00+00:00,62869.046875,62869.046875,63197.296875,62869.046875,63195.99609375,0
194,2024-09-21 02:00:00+00:00,62922.703125,62922.703125,62993.5546875,62846.53125,62857.42578125,0
195,2024-09-21 03:00:00+00:00,62890.34765625,62890.34765625,63001.25390625,62890.34765625,62924.55859375,0
196,2024-09-21 04:00:00+00:00,62864.5625,62864.5625,62936.609375,62836.453125,62895.04296875,0
197,2024-09-21 05:00:00+00:00,62912.12890625,62912.12890625,62946.01953125,62784.71875,62862.12109375,0
198,2024-09-21 06:00:00+00:00,63004.58203125,63004.58203125,63089.02734375,62894.57421875,62921.60546875,0
199,2024-09-21 07:00:00+00:00,63099.625,63099.625,63135.2890625,62984.48828125,63007.890625,0
200,2024-09-21 08:00:00+00:00,63039.9609375,63039.9609375,63126.484375,63015.3046875,63093.9609375,0
201,2024-09-21 09:00:00+00:00,63126.0234375,63126.0234375,63147.47265625,63032.25390625,63041.20703125,0
202,2024-09-21 10:00:00+00:00,62978.30859375,62978.30859375,63123.55078125,62978.30859375,63123.55078125,0
203,2024-09-21 11:00:00+00:00,63103.76171875,63103.76171875,63110.50390625,62983.8515625,62991.08984375,0
204,2024-09-21 12:00:00+00:00,63156.2265625,63156.2265625,63156.2265625,63066.8203125,63097.55078125,0
205,2024-09-21 13:00:00+00:00,63188.04296875,63188.04296875,63216.62109375,63064.890625,63157.93359375,0
206,2024-09-21 14:00:00+00:00,63271.80859375,63271.80859375,63276.328125,63157.72265625,63194.8828125,0
207,2024-09-21 15:00:00+00:00,63204.09765625,63204.09765625,63300.1171875,63092.7265625,63300.1171875,0
208,2024-09-21 16:00:00+00:00,63220.546875,63220.546875,63264.7578125,63131.375,63208.37890625,0
209,2024-09-21 17:00:00+00:00,63287.47265625,63287.47265625,63409.953125,63224.05078125,63224.05078125,0
210,2024-09-21 18:00:00+00:00,63277.265625,63277.265625,63315.8359375,63259.95703125,63298.234375,0
211,2024-09-21 19:00:00+00:00,63207.55078125,63207.55078125,63344.98828125,63207.55078125,63284.7734375,0
212,2024-09-21 20:00:00+00:00,63162.9921875,63162.9921875,63252.91796875,63162.9921875,63245.06640625,0
213,2024-09-21 21:00:00+00:00,63098.05859375,63098.05859375,63176.31640625,63076.01953125,63166.92578125,0
214,2024-09-21 22:00:00+00:00,63248.9375,63248.9375,63248.9375,63094.43359375,63109.8359375,0
215,2024-09-21 23:00:00+00:00,63389.6328125,63389.6328125,63538.93359375,63190.625,63235.2734375,402752512
216,2024-09-22 00:00:00+00:00,63239.86328125,63239.86328125,63452.08203125,63138.9375,63420.4453125,0
217,2024-09-22 01:00:00+00:00,63061.76171875,63061.76171875,63285.7421875,63061.76171875,63241.47265625,0
218,2024-09-22 02:00:00+00:00,62964.22265625,62964.22265625,63103.0078125,62853.45703125,63058.97265625,241376256
219,2024-09-22 03:00:00+00:00,63126.2578125,63126.2578125,63210.3046875,62949.16015625,62968.05859375,267490304
220,2024-09-22 04:00:00+00:00,63117.28515625,63117.28515625,63197.015625,63094.5625,63131.00390625,0
221,2024-09-22 05:00:00+00:00,62948.484375,62948.484375,63107.1328125,62934.69921875,63107.1328125,0
222,2024-09-22 06:00:00+00:00,62892.68359375,62892.68359375,63037.49609375,62862.484375,62956.6953125,11994112
223,2024-09-22 07:00:00+00:00,62956.15625,62956.15625,62988.16015625,62892.171875,62892.171875,0
224,2024-09-22 08:00:00+00:00,63030.98046875,63030.98046875,63030.98046875,62931.27734375,62939.81640625,0
225,2024-09-22 09:00:00+00:00,62763.5078125,62763.5078125,63041.03515625,62704.296875,63041.03515625,383874048
226,2024-09-22 10:00:00+00:00,62676.3671875,62676.3671875,62803.44921875,62617.171875,62735.71484375,277055488
227,2024-09-22 11:00:00+00:00,62827.8046875,62827.8046875,62859.98828125,62598.16796875,62672.24609375,250688512
228,2024-09-22 12:00:00+00:00,62795.57421875,62795.57421875,62924.2734375,62756.73046875,62815.484375,172137472
229,2024-09-22 13:00:00+00:00,62629.88671875,62629.88671875,62845.06640625,62622.29296875,62798.25,113781760
230,2024-09-22 14:00:00+00:00,62648.1171875,62648.1171875,62689.16796875,62508.12109375,62616.515625,323179520
231,2024-09-22 15:00:00+00:00,62702.0234375,62702.0234375,62808.5078125,62596.32421875,62673.79296875,0
232,2024-09-22 16:00:00+00:00,62817.5390625,62817.5390625,62839.125,62496.03515625,62676.03515625,72550400
233,2024-09-22 17:00:00+00:00,63101.6640625,63101.6640625,63145.1484375,62816.38671875,62816.49609375,186129408
234,2024-09-22 18:00:00+00:00,63022.98046875,63022.98046875,63091.1796875,62879.16796875,63091.1796875,239892480
235,2024-09-22 19:00:00+00:00,63178.171875,63178.171875,63225.96875,62851.85546875,62974.546875,157991936
236,2024-09-22 20:00:00+00:00,63179.12890625,63179.12890625,63327.55078125,63131.23828125,63203.5,552176640
237,2024-09-22 21:00:00+00:00,62836.5234375,62836.5234375,63318.39453125,62836.5234375,63201.43359375,317442048
238,2024-09-22 22:00:00+00:00,63964.015625,63964.015625,63983.56640625,62445.515625,62825.37890625,2430971904
239,2024-09-22 23:00:00+00:00,63652.66015625,63652.66015625,63937.6953125,63481.1953125,63900.5859375,641630208
240,2024-09-23 00:00:00+00:00,63635.72265625,63635.72265625,63719.31640625,62630.015625,63614.1796875,0
241,2024-09-23 01:00:00+00:00,63811.1796875,63811.1796875,63940.984375,63572.4140625,63572.4140625,1171965952
242,2024-09-23 02:00:00+00:00,63968.8203125,63968.8203125,63968.8203125,63720.96875,63853.875,200562688
243,2024-09-23 03:00:00+00:00,64349.203125,64349.203125,64733.55859375,63935.953125,63935.953125,2368630784
244,2024-09-23 04:00:00+00:00,63931.734375,63931.734375,64451.96484375,63845.9140625,64370.69140625,1094656000
245,2024-09-23 05:00:00+00:00,63743.08203125,63743.08203125,63936.76171875,63692.6015625,63931.4140625,384598016
246,2024-09-23 06:00:00+00:00,63657.8984375,63657.8984375,63762.00390625,63593.0390625,63751.45703125,464269312
247,2024-09-23 07:00:00+00:00,63550.58984375,63550.58984375,63660.3046875,63429.9453125,63660.3046875,724318208
248,2024-09-23 08:00:00+00:00,63498.6953125,63498.6953125,63608.65234375,63334.24609375,63554.44140625,620566528
